SSC_CODE_2016,Suburb,Suburb (Original),Postcode,Suburb sqkm,Median Age (Persons),Median Mortgage Repayments (Monthly),Median Total Personal Income (Weekly),Median Rent (Weekly),Median Total Family Income (Weekly),Average Number of Persons per Bedroom,Median Total Household Income (Weekly),Average Household Size,People (0-14 year),People (15-24 year),People (25-34 year),People (35-44 year),People (45-54 year),People (55-64 year),People (65-74 year),People (75-84 year),People (85 and over year),Total Number of People,Unemployment Rate (%)
SSC50750,Kewdale,Kewdale,6105,8.4045,35,1800,683,370,1606,0.8,1368,2.5,1336,796,1259,1007,756,647,491,343,124,6759,8.6
SSC50751,Keysbrook,Keysbrook,6126,180.6011,43,1495,436,200,1431,0.8,1318,2.3,44,33,109,151,130,86,58,14,0,625,6.3
SSC50752,Kiara,Kiara,6054,1.3904,39,1733,648,340,1736,0.7,1479,2.7,285,292,241,196,296,255,143,63,19,1790,8.1
SSC50753,Kimbolton,Kimbolton (WA),6728,7781.3277,33,0,1375,0,0,0,0,0,4,8,14,7,9,3,0,0,0,45,0
SSC50754,King Leopold Ranges,King Leopold Ranges,6728,39588.533,28,0,666,41,1375,1.4,1231,2.6,140,47,115,95,93,152,106,9,3,760,8.4
SSC50755,King River,King River,6330,15.8222,43,1300,582,225,1637,0.9,1359,2.3,40,49,18,31,41,50,36,12,0,277,5.3
SSC50756,Kings Park,Kings Park (WA),6005,4.1819,65,0,1499,1000,3249,1,3666,1.6,0,0,0,0,0,3,5,0,0,8,0
SSC50757,Kingsford,Kingsford (WA),6701,3.087,51,2550,646,250,1818,1,1016,2.3,61,27,35,32,73,213,302,90,9,842,3.8
SSC50758,Kingsley,Kingsley,6026,7.8538,43,2000,748,420,2188,0.7,1853,2.7,2447,1410,1248,1616,1660,1991,1231,683,525,12811,6.2
SSC50759,Kingston,Kingston (WA),6256,308.6001,48,0,899,0,1625,0.6,2499,3,3,0,3,0,3,6,0,0,0,15,0
SSC50760,Kinross,Kinross,6028,2.812,36,2000,769,420,2154,0.8,2052,3,1493,1100,711,966,1229,662,333,176,66,6736,8.4
SSC50761,Kirk Rock,Kirk Rock,6370,211.3368,31,0,900,0,0,0,0,0,3,0,4,0,0,3,0,0,0,10,0
SSC50762,Kirup,Kirup,6251,67.2884,41,1252,485,240,1312,0.7,1013,2.2,37,25,23,30,38,28,21,5,7,214,9.3
SSC50763,Kojaneerup South,Kojaneerup South,6328,315.6005,38,0,575,0,1375,0.8,1375,3.4,5,7,3,7,3,6,0,0,0,31,0
SSC50764,Kojarena,Kojarena,6532,50.615,49,0,417,0,1125,0.4,1125,2,0,3,3,6,3,0,8,0,0,23,0
SSC50765,Kojonup,Kojonup,6395,351.6527,46,1083,685,160,1481,0.7,1198,2.3,250,93,145,114,204,172,124,86,48,1236,3.1
SSC50766,Kokeby,Kokeby,6304,199.773,48,1083,417,0,1624,0.7,1124,1.8,7,12,7,4,16,20,10,0,0,76,17.9
SSC50767,Kondinin,Kondinin,6367,1186.2881,46,650,633,110,1474,0.7,1115,2.2,69,20,38,44,45,66,37,15,8,342,5.4
SSC50768,Kondut,Kondut,6605,510.1765,34,0,1281,50,1812,0.9,1624,2.9,11,0,8,7,8,5,3,0,0,42,0
SSC50769,Konnongorring,Konnongorring,6603,443.7663,36,0,966,175,2083,0.6,2041,2.6,20,4,10,11,14,13,7,3,0,82,5.8
SSC50770,Koojan,Koojan,6510,246.439,40,0,1286,0,3124,0.5,2874,2.7,8,3,5,8,8,5,5,0,0,42,0
SSC50771,Kookynie,Kookynie,6431,12574.0307,51,0,374,150,725,1,450,1.5,0,7,3,11,8,13,16,0,0,58,50
SSC50772,Koolanooka,Koolanooka,6623,667.3742,45,0,425,0,1124,0,1124,2.4,3,6,0,0,0,4,0,3,0,16,0
SSC50773,Koolyanobbing,Koolyanobbing,6427,527.564,37,0,2575,0,0,0,0,0,0,11,106,88,101,60,3,0,0,369,0
SSC50774,Koomberkine,Koomberkine,6461,356.9217,39,0,669,50,1625,0.8,1375,3,20,3,7,15,8,8,10,0,0,71,0
SSC50775,Koondoola,Koondoola,6064,3.5198,33,1400,443,310,1077,0.9,1009,2.9,895,602,578,516,480,395,341,142,28,3977,15.6
SSC50776,Koongamia,Koongamia,6056,0.5948,35,1509,619,300,1399,0.8,1180,2.3,192,121,150,121,128,102,80,50,9,953,11.3
SSC50777,Koorda,Koorda,6475,9.5448,49,542,527,95,933,0.7,850,2.2,52,15,21,31,35,50,34,18,7,263,5.6
SSC50778,Korbel,Korbel,6415,341.0101,53,0,669,0,1562,0.8,1625,2.9,5,3,0,5,8,3,7,7,0,38,0
SSC50779,Kordabup,Kordabup,6333,85.9331,55,2023,523,180,982,0.7,1107,2.4,16,5,10,10,24,35,25,5,4,134,11.1
SSC50780,Korrelocking,Korrelocking,6485,451.4056,52,0,900,0,2250,0.7,1458,1.6,5,5,6,3,19,8,3,3,3,55,0
SSC50781,Kronkup,Kronkup,6330,36.4197,48,1603,784,243,1974,0.8,1625,2.3,33,14,21,34,38,51,21,6,3,221,3.4
SSC50782,Kudardup,Kudardup,6290,57.636,47,1950,554,150,979,0.7,928,2.2,18,6,11,7,18,12,16,5,3,96,0
SSC50783,Kuender,Kuender,6353,439.842,47,0,669,0,1499,0.7,1187,2,5,3,0,7,9,0,3,0,0,27,0
SSC50784,Kukerin,Kukerin,6352,0.9959,35,0,575,100,1124,0.6,825,2.1,16,3,18,8,5,14,7,0,0,71,0
SSC50785,Kulikup,Kulikup,6244,283.5904,49,1452,575,0,1375,0.6,1125,2.3,25,3,8,14,21,14,28,3,0,116,0
SSC50786,Kulin,Kulin,6365,320.4019,44,650,629,150,1428,0.7,1107,2.1,77,27,38,45,42,37,38,31,13,348,1.8
SSC50787,Kulin West,Kulin West,6365,497.6934,46,1350,830,0,1924,0.6,1850,2.7,13,4,11,10,17,12,5,3,0,75,0
SSC50788,Kulja,Kulja,6470,577.5903,46,0,687,0,1625,0,1499,2,4,0,0,0,7,0,3,0,0,14,0
SSC50789,Kumarina,Kumarina,6642,16361.1607,36,0,1839,0,0,0,1124,1,0,17,46,47,37,28,14,3,0,192,0
SSC50790,Kunjin,Kunjin,6375,327.0752,32,0,949,0,2624,0.6,2250,2.3,3,0,9,0,3,6,3,0,0,24,0
SSC50791,Kununoppin,Kununoppin,6489,2.6667,60,477,455,150,1125,0.5,880,1.6,3,9,0,4,6,16,11,0,7,56,0
SSC50792,Kununurra,Kununurra,6743,2175.0601,33,2203,970,225,2156,1,1901,2.6,1275,653,1090,879,989,1093,682,153,15,6829,4.6
SSC50793,Kurnalpi,Kurnalpi,6431,3577.456,58,0,1437,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0
SSC50794,Kurrenkutten,Kurrenkutten,6375,310.565,52,0,1083,0,2749,0.6,2374,2.5,4,0,0,9,5,5,0,4,0,27,0
SSC50795,Kweda,Kweda,6306,109.6932,51,0,1187,0,0,0,0,0,3,0,0,3,0,4,0,0,0,10,0
SSC50796,Kwelkan,Kwelkan,6490,57.2531,43,0,949,0,0,0,0,2,7,0,0,3,0,3,0,3,0,16,0
SSC50797,Kwinana Beach,Kwinana Beach,6167,14.0415,58,0,575,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0
SSC50798,Kwinana Town Centre,Kwinana Town Centre,6167,0.7848,27,1700,519,310,1142,0.8,1031,2.5,63,40,58,28,20,12,11,6,0,238,10.8
SSC50799,Kwolyin,Kwolyin,6385,342.9449,51,0,575,0,966,0.9,966,3,3,0,0,4,3,5,5,0,0,20,0
SSC50800,Lagrange,Lagrange,6725,3165.9611,25,0,273,75,721,1.2,835,3.6,187,129,113,71,78,81,46,10,0,715,51
SSC50801,Lake Argyle,Lake Argyle,6743,9263.1483,35,0,677,33,780,1.1,687,2.5,57,54,108,113,131,126,73,13,0,675,13.8
SSC50802,Lake Austin,Lake Austin,6640,5457.4193,29,0,537,0,0,0,0,0,0,3,3,0,0,0,0,3,0,9,0
SSC50803,Lake Biddy,Lake Biddy,6355,575.7478,46,0,924,0,1875,0.6,1375,2,4,0,11,0,10,6,3,3,0,37,0
SSC50804,Lake Brown,Lake Brown,6479,258.2648,55,0,725,0,1625,0.6,1625,2,3,0,3,0,0,0,3,0,0,9,0
SSC50805,Lake Camm,Lake Camm,6355,344.3067,33,0,1104,0,2124,0.6,1916,2.6,10,0,3,7,5,3,0,0,0,28,0
SSC50806,Lake Carnegie,Lake Carnegie,6646,25871.4805,37,0,900,0,0,0,1149,1,0,7,9,6,6,9,7,0,0,44,0
SSC50807,Lake Clifton,Lake Clifton,6215,76.7684,41,2100,621,300,1487,0.8,1399,3,138,82,48,90,123,91,60,21,0,653,11.7
SSC50808,Lake Darlot,Lake Darlot,6438,9258.6855,39,0,1375,0,0,0,0,2,0,12,70,45,29,33,0,0,0,189,0
SSC50809,Lake Deborah,Lake Deborah,6484,5869.2263,40,0,2158,0,0,0,0,0,0,12,54,53,55,42,3,0,0,219,0
SSC50810,Lake Grace,Lake Grace,6353,96.2148,40,1181,856,150,2071,0.7,1383,2.3,115,49,74,80,66,73,48,34,10,549,2.1
SSC50811,Lake Hinds,Lake Hinds,6603,329.6634,36,0,949,0,2250,1,2124,3,5,3,3,4,0,7,0,0,0,22,0
SSC50812,Lake Jasper,Lake Jasper,6260,274.8931,44,0,900,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6,0
SSC50813,Lake King,Lake King,6356,1373.5082,45,290,1077,66,2333,0.8,1542,2,17,3,12,18,11,18,8,0,0,87,0
SSC50814,Lake Margarette,Lake Margarette,6475,327.8718,42,0,537,0,725,0.5,725,2,3,0,0,3,3,4,0,0,0,13,0
SSC50815,Lake Muir,Lake Muir,6258,711.3598,62,0,474,0,1524,0,724,2,0,0,0,3,3,5,9,0,0,20,0
SSC50816,Lake Ninan,Lake Ninan,6603,242.3568,47,0,1208,0,1874,0.4,1624,1.5,0,0,3,3,9,0,0,0,0,15,0
SSC50817,Lake Toolbrunup,Lake Toolbrunup,6320,411.2417,33,0,833,0,1625,0.7,1199,3,21,3,12,14,3,8,3,0,0,64,0
SSC50818,Lake Wells,Lake Wells,6440,30076.1989,47,0,0,0,0,0,0,0,0,0,3,4,8,3,0,0,0,18,0
SSC50819,Lakelands,Lakelands (WA),6180,7.0235,30,1950,693,360,1724,0.8,1554,2.8,1297,583,824,629,457,293,335,140,14,4572,9.9
SSC50820,Lamington,Lamington (WA),6430,1.2186,33,2000,1139,350,2670,0.8,2396,2.8,545,228,343,321,273,183,82,55,8,2038,3.7
SSC50821,Lancelin,Lancelin,6044,43.7936,50,1700,654,250,1244,0.7,1054,2.1,86,62,105,55,72,124,122,59,8,693,5.3
SSC50822,Landsdale,Landsdale,6065,6.6867,31,2312,811,460,2196,0.8,2178,3.2,2893,1793,2127,1894,1718,954,436,199,25,12039,6.4
SSC50823,Lange,Lange,6330,3.6744,55,1517,546,250,1228,0.7,945,2,28,28,22,15,34,28,42,37,0,234,3.1
SSC50824,Langford,Langford,6147,3.2416,33,1603,494,320,1318,0.9,1203,2.8,1148,791,1029,804,630,526,427,177,51,5583,12.6
SSC50825,Latham,Latham (WA),6616,662.4327,47,1000,630,0,1312,0.8,1125,2.1,8,7,4,6,16,6,11,0,0,58,9.1
SSC50826,Lathlain,Lathlain,6100,1.5436,35,2100,811,380,2179,0.8,1861,2.6,581,442,589,490,445,352,187,124,75,3285,6.9
SSC50827,Laverton,Laverton (WA),6440,11488.3297,38,679,1577,90,982,0.8,1257,2.5,106,175,545,447,467,301,67,16,0,2124,4.1
SSC50828,Learmonth,Learmonth (WA),6707,325.5551,21,0,1375,0,0,0,0,0,4,0,0,4,0,0,0,0,0,8,0
SSC50829,Leda,Leda,6170,8.7871,30,1647,611,325,1456,0.8,1411,3,886,465,526,454,413,262,166,46,3,3221,13.2
SSC50830,Ledge Point,Ledge Point,6043,31.1378,53,1500,506,250,1025,0.7,843,2.1,37,15,17,27,31,48,51,15,7,248,3.5
SSC50831,Leederville,Leederville,6007,1.4558,33,2300,1151,450,2794,0.8,2222,2.1,375,402,910,487,328,247,156,85,57,3047,5.6
SSC50832,Leeman,Leeman,6514,111.3291,52,1733,438,199,1037,0.7,746,2.1,55,25,21,31,40,90,49,10,3,324,12.8
SSC50833,Leeming,Leeming,6149,7.4549,41,2000,767,460,2364,0.7,2154,2.9,1815,1522,1156,1249,1458,1812,978,357,136,10483,6.2
SSC50834,Leeuwin,Leeuwin,6290,20.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50835,Leinster,Leinster,6437,8145.8157,34,0,1672,0,2367,0.8,2191,2.6,112,81,368,318,258,154,42,0,0,1333,1.4
SSC50836,Lennard Brook,Lennard Brook,6503,42.3491,42,2167,548,290,1446,0.9,1268,3,44,15,27,23,27,15,27,6,0,184,4.4
SSC50837,Leonora,Leonora,6438,11073.7702,36,867,1218,147,1571,0.9,1300,2.3,110,108,325,219,237,164,86,15,6,1270,3.3
SSC50838,Leschenault,Leschenault,6233,43.2269,46,1993,710,373,2062,0.7,1982,2.9,524,336,193,299,537,504,285,80,10,2768,6.7
SSC50839,Lesley,Lesley,6111,115.7646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50840,Lesmurdie,Lesmurdie,6076,13.8104,42,2024,685,350,2086,0.7,1788,2.8,1669,1169,606,929,1219,1007,897,458,183,8137,6.4
SSC50841,Lexia,Lexia,6079,25.7086,64,0,477,0,1124,0.5,966,1.7,0,0,0,0,9,9,5,4,0,27,0
SSC50842,Lime Lake,Lime Lake,6315,112.8312,38,0,450,0,1124,1.2,1125,4,6,0,0,6,0,3,3,0,0,18,0
SSC50843,Linfarne,Linfarne,6258,31.5027,47,2167,512,55,1093,0.7,1125,2.5,6,6,5,10,5,12,10,0,3,57,0
SSC50844,Little Grove,Little Grove,6330,3.9453,45,1733,664,285,1733,0.8,1431,2.6,294,143,108,162,215,205,177,84,15,1403,2.9
SSC50845,Little Italy,Little Italy,6355,408.6296,49,0,1125,0,2249,0,1875,1,0,0,4,0,6,3,3,0,0,16,0
SSC50846,Little Sandy Desert,Little Sandy Desert,6646,119444.2028,42,0,3000,0,0,0,0,0,0,0,3,3,10,8,0,0,0,24,0
SSC50847,Lockier,Lockier,6522,82.2594,24,0,624,0,1624,0,1624,4,5,0,0,3,3,0,0,0,0,11,0
SSC50848,Lockridge,Lockridge,6054,1.4658,36,1408,495,300,1233,0.8,1069,2.5,685,470,497,490,430,363,301,132,27,3395,11.9
SSC50849,Lockyer,Lockyer (WA),6330,1.3445,36,1300,481,180,1077,0.8,818,2.4,284,172,160,152,168,129,133,52,21,1271,9.9
SSC50850,Lol Gray,Lol Gray,6311,63.5509,43,0,1062,0,0,0,1375,1,3,3,3,7,0,0,0,0,0,16,0
SSC50851,Londonderry,Londonderry (WA),6429,1082.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50852,Lort River,Lort River,6447,1029.6414,33,0,1624,0,4750,0.7,2750,3.1,6,6,8,3,11,5,0,0,0,39,0
SSC50853,Lowden,Lowden,6240,44.7333,54,1300,556,200,1174,0.6,1100,2.2,10,11,4,14,20,31,17,3,0,110,0
SSC50854,Lower Chittering,Lower Chittering,6084,118.0171,41,2427,759,300,2179,0.8,2125,3.2,456,253,166,307,371,280,158,50,6,2047,6.5
SSC50855,Lower Hotham,Lower Hotham,6390,118.5126,33,0,749,0,1749,0.5,899,2.5,4,0,3,0,5,3,0,7,0,22,0
SSC50856,Lower King,Lower King,6330,9.0736,44,1733,668,305,1643,0.8,1474,2.6,365,206,157,186,264,267,195,86,34,1760,4.3
SSC50857,Lowlands,Lowlands,6330,39.9066,52,1408,547,150,1274,0.8,1166,2.2,11,10,13,15,20,43,19,0,4,135,5.1
SSC50858,Ludlow,Ludlow,6280,49.1858,43,1980,474,150,1292,0.7,899,1.9,30,14,5,22,19,16,11,0,0,117,14.6
SSC50859,Lumeah,Lumeah (WA),6395,326.5635,37,300,985,100,1937,0.8,1906,2.8,21,0,13,9,9,16,3,0,0,71,0
SSC50860,Lyalls Mill,Lyalls Mill,6225,38.8293,38,0,774,0,3249,0,2750,0,0,3,3,3,0,0,0,0,0,9,0
SSC50861,Lyndon,Lyndon,6701,9117.3446,38,0,1416,0,1562,1,1125,1,21,11,48,41,30,68,25,3,0,247,0
SSC50862,Lynwood,Lynwood (WA),6147,1.7807,34,1733,587,350,1463,0.8,1328,2.6,638,441,646,468,366,361,257,166,63,3406,10.4
SSC50863,Macleod,Macleod (WA),6701,5938.8312,45,0,612,0,900,1.3,849,1.5,17,15,38,28,30,40,72,10,4,254,23.5
SSC50864,Maddington,Maddington,6109,10.8441,34,1638,547,320,1362,0.8,1200,2.7,2345,1512,1896,1637,1250,1075,814,484,189,11202,12.9
SSC50865,Madeley,Madeley,6065,3.0968,36,2167,784,450,2147,0.8,1950,2.8,1324,687,795,1009,736,536,432,302,126,5947,6.2
SSC50866,Madora Bay,Madora Bay,6210,3.709,36,2186,759,350,2244,0.7,1996,2.9,615,371,305,402,388,302,147,67,24,2621,8
SSC50867,Madura,Madura,6443,8235.5427,28,0,725,0,0,0,0,1,6,5,10,3,6,17,21,0,0,68,0
SSC50868,Magenta,Magenta (WA),6355,822.111,63,0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50869,Magitup,Magitup,6338,239.0117,47,0,924,0,2750,0.6,2250,1.7,3,0,3,3,9,3,4,0,0,25,0
SSC50870,Mahogany Creek,Mahogany Creek,6072,5.8633,46,2000,646,440,2151,0.7,1937,2.7,158,117,73,80,158,145,99,39,11,880,4.8
SSC50871,Mahomets Flats,Mahomets Flats,6530,0.9069,39,1517,698,260,1724,0.7,1235,2.3,164,99,109,110,124,104,67,38,17,832,11.5
SSC50872,Maida Vale,Maida Vale,6057,8.2492,40,2012,757,400,1983,0.7,1785,2.8,847,569,498,544,636,601,411,194,57,4357,6.7
SSC50873,Maitland,Maitland (WA),6714,2536.0235,37,0,2500,0,0,0,0,0,0,0,0,0,0,6,10,0,0,16,0
SSC50874,Malabaine,Malabaine,6401,50.9727,56,555,849,0,2249,0.7,1624,1.8,3,3,0,6,6,6,9,4,0,37,0
SSC50875,Malaga,Malaga,6090,6.5793,47,0,649,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,0
SSC50876,Malebelling,Malebelling,6302,94.1123,55,0,749,0,1875,0.5,1562,2.5,3,0,6,3,3,7,4,0,0,26,0
SSC50877,Mallee Hill,Mallee Hill,6353,663.7139,40,0,949,0,1999,0.6,1375,2.5,3,3,4,3,7,3,4,0,0,27,0
SSC50878,Malmalling,Malmalling,6556,88.1554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50879,Malyalling,Malyalling,6370,117.1517,35,0,575,0,1624,1.2,1375,3.3,13,0,0,6,0,5,0,0,0,24,0
SSC50880,Mandogalup,Mandogalup,6167,6.911,59,3949,515,0,1812,0.6,1624,2.1,3,3,5,8,8,12,6,6,3,54,14.3
SSC50881,Mandurah,Mandurah,6210,7.1566,48,1486,494,280,1093,0.7,805,1.9,966,862,957,838,972,1142,1027,700,320,7784,14.7
SSC50882,Manjimup,Manjimup,6258,22.4401,40,1300,602,205,1376,0.7,1118,2.4,867,556,485,479,566,552,376,280,118,4279,5.8
SSC50883,Manmanning,Manmanning,6465,417.1784,52,0,762,0,1875,0.4,1087,1.4,6,0,3,3,5,7,7,0,0,31,0
SSC50884,Manning,Manning,6152,1.7279,36,2500,762,325,2363,0.8,1817,2.7,852,536,557,563,514,455,297,154,74,4002,7.8
SSC50885,Manypeaks,Manypeaks,6328,335.2065,47,1300,525,100,1375,0.7,1100,2.5,20,14,14,14,20,27,23,3,0,135,3.9
SSC50886,Marangaroo,Marangaroo,6064,4.7933,36,1757,548,369,1534,0.8,1419,2.9,2009,1527,1446,1439,1428,1191,797,422,217,10476,9.5
SSC50887,Maranup,Maranup,6256,109.2763,50,3250,612,0,1583,0.6,1541,2,8,0,0,9,13,10,10,5,0,55,10
SSC50888,Marbelup,Marbelup,6330,59.6978,35,2000,725,200,1902,0.8,1819,3.1,95,34,31,47,47,42,31,5,0,332,3.9
SSC50889,Marble Bar,Marble Bar,6760,35025.6567,32,1767,703,50,1160,1.3,1410,3.2,142,97,215,157,156,135,120,14,3,1039,7.3
SSC50890,Marchagee,Marchagee,6515,557.9245,49,0,1024,0,2083,0.5,1792,2.4,4,0,3,9,6,3,8,0,0,33,0
SSC50891,Mardella,Mardella,6125,64.3708,42,2167,752,250,2178,0.8,1958,2.8,78,81,33,69,90,69,36,16,3,475,6.7
SSC50892,Mardie,Mardie,6714,3771.791,36,0,2460,0,0,1,3750,1,0,107,587,412,452,180,36,0,0,1774,1.2
SSC50893,Margaret River,Margaret River (WA),6285,61.3468,36,1733,700,340,1580,0.8,1325,2.6,1743,670,1144,1294,1001,866,538,220,94,7570,5.1
SSC50894,Mariginiup,Mariginiup,6078,24.2929,45,2167,792,500,2171,0.7,2050,3.1,140,112,74,69,134,158,79,28,8,802,6
SSC50895,Marmion,Marmion,6020,1.146,43,2500,891,500,2705,0.7,2271,2.8,451,247,179,282,304,361,261,103,38,2226,4.9
SSC50896,Marne,Marne,6608,79.4951,36,0,1375,0,0,0,0,0,6,0,0,3,3,0,0,0,0,12,0
SSC50897,Marracoonda,Marracoonda,6317,57.8657,51,0,900,0,1416,0.5,1416,2,0,0,0,3,0,3,0,0,0,6,0
SSC50898,Marradong,Marradong,6390,323.0713,41,0,1187,0,3125,0.8,3062,2.4,9,3,3,9,9,3,7,0,0,43,0
SSC50899,Marrah,Marrah,6532,106.7911,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0
SSC50900,Marrinup,Marrinup,6213,44.4787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50901,Martin,Martin,6110,28.4008,45,2167,700,175,1980,0.8,1560,2.6,212,201,188,159,203,210,153,119,80,1525,6.1
SSC50902,Marvel Loch,Marvel Loch,6426,845.5012,48,0,767,0,1875,0.7,1093,1.3,11,15,73,62,55,46,13,4,0,279,0
SSC50903,Marybrook,Marybrook,6280,15.3014,41,1530,626,300,1395,0.8,1166,2.3,75,75,63,76,64,97,74,27,9,560,10.7
SSC50904,Massey Bay,Massey Bay,6701,3.8668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50905,Maya,Maya,6614,571.4311,59,0,1468,0,2499,0.4,1458,1.5,0,0,4,0,3,6,6,0,0,19,0
SSC50906,Mayanup,Mayanup,6244,384.2093,50,1800,774,150,1625,0.6,1350,2.2,20,7,15,22,21,26,23,10,3,147,2.9
SSC50907,Maylands,Maylands (WA),6051,5.0046,34,1950,891,310,2055,0.9,1449,2,1642,1252,3351,2063,1346,1207,811,299,125,12096,7.7
SSC50908,McAlinden,McAlinden,6225,278.3307,47,1733,849,129,1562,0.6,1406,2.3,12,7,9,7,12,13,10,8,0,78,0
SSC50909,McBeath,McBeath,6770,1.2191,31,0,840,0,2249,0,1125,2.2,4,6,13,3,3,8,3,0,0,40,0
SSC50910,McKail,McKail,6330,9.876,32,1745,672,316,1691,0.8,1485,2.8,828,459,531,440,409,342,227,114,22,3372,5.2
SSC50911,Meadow,Meadow,6532,833.6393,51,0,899,0,0,0,0,0,3,0,12,5,5,8,13,3,0,49,0
SSC50912,Meadow Springs,Meadow Springs,6210,4.8558,35,2000,611,370,1731,0.7,1498,2.7,1769,1034,1108,968,968,680,573,480,303,7883,10.2
SSC50913,Meckering,Meckering,6405,216.0491,44,900,548,180,1318,0.7,1089,2.7,56,14,27,26,35,45,19,12,3,237,4.4
SSC50914,Meda,Meda,6728,4903.0559,57,0,687,0,1375,2,1374,2,4,5,9,3,8,13,11,0,0,53,0
SSC50915,Medina,Medina,6167,3.6682,38,1300,507,290,1145,0.8,955,2.2,442,330,291,346,311,278,183,114,36,2331,16.1
SSC50916,Meekatharra,Meekatharra,6642,26582.1724,37,600,845,123,1452,0.8,1394,2.5,131,69,198,156,177,127,82,14,3,957,7.2
SSC50917,Meeking,Meeking,6392,97.3344,39,0,1125,0,0,0.2,1375,1.5,3,0,3,0,3,0,0,0,0,9,0
SSC50918,Meelon,Meelon,6208,93.5344,46,1408,697,300,1875,0.8,1666,2.8,39,18,6,23,30,37,17,4,3,177,2.8
SSC50919,Meenaar,Meenaar,6401,75.0826,42,0,560,0,1062,0.9,1062,3.3,3,8,0,5,3,3,5,3,0,30,0
SSC50920,Meerup,Meerup,6262,242.4796,50,1439,435,98,900,0.8,824,2.4,29,11,4,13,34,23,28,14,0,156,4.9
SSC50921,Melaleuca,Melaleuca,6079,74.6308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC50922,Melville,Melville (WA),6156,2.3959,40,2339,818,400,2329,0.8,1876,2.6,1157,630,564,790,836,614,427,364,199,5581,5
SSC50923,Menora,Menora,6050,1.154,53,3000,694,236,2493,0.8,1300,2.3,352,292,109,215,331,282,284,309,363,2537,6.2
SSC50924,Menzies,Menzies (WA),6436,8194.435,41,0,632,100,1156,1,1104,1.9,19,15,11,14,18,27,23,4,0,131,10.5
SSC50925,Merilup,Merilup,6352,219.5637,51,0,900,0,1624,0.4,1375,1.5,0,0,3,0,8,4,0,3,0,18,0
SSC50926,Merivale,Merivale,6450,444.5832,37,0,1014,0,2250,0.7,2166,3.2,15,6,12,7,14,14,3,9,0,80,0
SSC50927,Merkanooka,Merkanooka,6625,610.5013,42,0,850,0,1958,0.6,1375,2.3,12,3,9,10,14,3,3,0,3,57,0
SSC50928,Merredin,Merredin,6415,249.8463,36,1116,641,186,1690,0.8,1288,2.4,548,488,363,301,358,362,251,125,62,2858,5.9
SSC50929,Merriwa,Merriwa (WA),6030,2.292,37,1733,530,350,1314,0.7,1121,2.5,1176,653,736,620,566,384,375,500,303,5313,13.4
SSC50930,Meru,Meru,6530,4.1546,46,953,457,0,1874,0.7,899,2.5,0,6,3,3,7,5,5,6,0,35,15
SSC50931,Metricup,Metricup,6280,57.1279,43,2703,639,120,1483,0.9,1458,2.7,42,20,27,31,29,37,20,6,3,215,6
SSC50932,Mettler,Mettler,6328,244.6062,33,0,675,0,1187,0.6,1125,1.9,8,0,4,0,5,3,0,0,0,20,0
SSC50933,Miamoon,Miamoon,6612,124.2329,31,0,675,0,0,0,2250,0,4,0,3,3,3,0,0,0,0,13,37.5
SSC50934,Middle Swan,Middle Swan,6056,13.4055,38,1700,589,330,1467,0.8,1239,2.5,546,416,377,355,385,343,260,121,37,2840,11.9
SSC50935,Middlesex,Middlesex (WA),6258,82.7875,51,1733,737,149,1724,0.6,1386,2.2,23,17,14,15,41,43,26,18,7,204,2.2
SSC50936,Middleton Beach,Middleton Beach,6330,0.7339,53,1798,781,300,1830,0.7,1419,2.2,127,69,62,85,117,151,136,71,33,851,4.9
SSC50937,Midland,Midland,6056,4.1925,36,1524,614,320,1334,0.8,1067,2.1,872,841,1098,828,702,604,457,389,319,6110,12.6
SSC50938,Midvale,Midvale,6056,2.8862,39,1517,490,282,1176,0.8,973,2.4,272,190,218,185,184,150,154,91,30,1474,14.9
SSC50939,Miling,Miling,6575,696.6588,39,0,900,93,2031,1,1781,2.7,38,9,12,28,23,18,9,3,0,140,0
SSC50940,Millars Well,Millars Well,6714,3.4015,30,2392,1259,270,2833,0.8,2421,2.7,466,216,363,306,227,169,38,6,0,1791,6
SSC50941,Millbridge,Millbridge,6232,1.8284,29,2167,845,395,2070,0.7,2006,3,664,275,463,367,242,158,96,20,7,2292,6.2
SSC50942,Millbrook,Millbrook (WA),6330,19.103,44,1896,646,250,1774,0.8,1625,3,52,46,11,27,44,37,26,25,0,268,3.4
